PNG decode time on 309-KB malicious image,Decode time (ms)
Decompression bomb mitigation strategy,none,,pthread_create(),,fork(),,launch(),
,869.683802,35.644994,880.535580,7.946721,10.453864,0.059686,10.099894,0.000268
