PNG decode time on 309-KB malicious image,Decode time (ms)
Decompression bomb mitigation strategy,none,,pthread_create(),,fork(),,fork() w/o libgotcha,,launch(),
,0,0,0,0,12.372297,0.330609,10.452772,0.065692,10.099903,0.000235
